"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample13",0.919658695558379,0.0603508142174035,0.005628623481131,0.00688673321296023,0.00605706673732735,0.000932317456924121,0.000242836831012428,0.000163843727210534,5.38986232539337e-05,1.79756253282348e-05,3.59761066793512e-06,3.59691840204954e-06,0
"Sample14",0.559789138326052,0.374417782571526,0.0256794373278898,0.0170521272571269,0.0198546627892217,0.00213387611065748,0.000535520008681105,0.000364093117754595,0.000118257759929133,3.93623931645837e-05,7.87071658906303e-06,7.87162140754055e-06,0
"Sample15",0.951841368432355,0.031622055456865,0.00824627509083517,0.00426058141411449,0.00298428690124916,0.000707417075949771,0.000168860339409877,0.00011476491066931,3.70631514774081e-05,1.23769211664271e-05,2.47510438352554e-06,2.47520152466386e-06,0
"Sample16",0.7369095114745,0.250368848927444,0.00695340286715585,0.00281378409103871,0.0027143338760078,0.00015942454363588,4.03781559205207e-05,2.7140606789822e-05,8.98137480615504e-06,2.99551084578907e-06,5.99283866614672e-07,5.99287989071529e-07,0
"Sample17",0.966064103182384,0.0203607230160578,0.00536458469093008,0.00407518426431759,0.00314214760461122,0.0006686484910945,0.000162459000457729,0.000108597131950518,3.65073510235866e-05,1.21750235584802e-05,2.4347237219642e-06,2.43551989238093e-06,0
"Sample18",0.937345074507649,0.0425955920140073,0.00805179429346958,0.00561688547616682,0.00580338366398908,0.000391166505738287,9.81801589831535e-05,6.54545614179779e-05,2.21205089826344e-05,7.39030344095088e-06,1.47895628081855e-06,1.47904987393264e-06,0
"Sample19",0.710273876579871,0.2775117369094,0.00660878604935011,0.00253174719660673,0.00260726234901514,0.000309525300039629,7.8483609665633e-05,5.34164660647047e-05,1.71658645491936e-05,5.71290835308635e-06,1.14323089373111e-06,1.14353619119352e-06,0
"Sample20",0.526120475538432,0.416382615875429,0.0183144946590468,0.0171149665428258,0.0121360902437973,0.00659041435135052,0.00167011016613399,0.00112449432929982,0.000372265616184202,0.000124340603152551,2.48592461661223e-05,2.48728281820457e-05,0
"Sample21",0.528241060431057,0.420007866126083,0.0209467332553357,0.0140941985294844,0.0129755268778518,0.00248441839986655,0.000625782809256737,0.000419305298445166,0.000139749170871833,4.66914290837155e-05,9.33196696315176e-06,9.33570570073851e-06,0
"Sample22",0.926460183561664,0.0425605136603754,0.0121764820651192,0.00920831191987559,0.00799483925871563,0.00106625823737526,0.00026765077152967,0.000179409721030308,5.88710125780895e-05,1.96276204606873e-05,3.92640422375179e-06,3.92576705215584e-06,0
"Sample23",0.905455207620141,0.0762757640509639,0.00683614018742297,0.0048025348724683,0.00549360345095149,0.000749368028710857,0.000193662937574844,0.000131326609235188,4.25326041746824e-05,1.41822926141154e-05,2.83853991344931e-06,2.83880582879496e-06,0
"Sample24",0.909457764207364,0.0655018279822305,0.0157684588870319,0.00444841861547437,0.00319120375859793,0.00109454787965008,0.000269235755457974,0.000179687756995011,6.0618977651628e-05,2.01687443824681e-05,4.0335881214453e-06,4.03384704314044e-06,0
"Sample25",0.838839424705285,0.129106831289504,0.0180123438157816,0.0059677886657786,0.00657858831744267,0.00100365312976838,0.000245963863815448,0.000166118968002373,5.40509981681531e-05,1.8028724725129e-05,3.60396591648929e-06,3.60355581247902e-06,0
"Sample26",0.999804229265922,0.000124355862415816,3.86634119778325e-05,1.50705690423043e-05,1.54865404388604e-05,1.4692267713175e-06,3.63050083071122e-07,2.4338153347849e-07,8.0925626249241e-08,2.69784229305285e-08,5.39280126966167e-09,5.39496448585173e-09,0
"Sample27",0.868010084409599,0.129832028100315,0.000799905634089831,0.000540465458893549,0.00069127290976516,8.35347260079531e-05,2.13171123809392e-05,1.43549185290011e-05,4.79865969219879e-06,1.59862334219303e-06,3.19729970646853e-07,3.19717414358737e-07,0
"Sample28",0.945271432948554,0.0358695480094915,0.00619253336776151,0.0061360318732899,0.00600746871713265,0.00035059816787804,8.57443204435039e-05,5.78400262829597e-05,1.96299991934592e-05,6.5523448495943e-06,1.31001972063468e-06,1.31020540185532e-06,0
"Sample29",0.552405339344486,0.372214817606389,0.0356420023207923,0.019101346688868,0.0169183328376385,0.00248388692081489,0.000616892577275157,0.000412321025938374,0.000139810225695994,4.65966520656932e-05,9.32823142258401e-06,9.32556861398625e-06,0
"Sample30",0.54221194929196,0.365903506508923,0.0430437062234255,0.0223131796622296,0.0230926310157006,0.00233446769414105,0.000550858671612728,0.000369680351518317,0.000122725594075346,4.09249023009637e-05,8.1866560362636e-06,8.18342807619678e-06,0
"Sample31",0.42232360319875,0.188408591643932,0.23003487002069,0.0678826241282955,0.0806802036756987,0.00714798001560305,0.0017554635203431,0.00117758519891601,0.000401339306129491,0.000134124529754619,2.68004455271059e-05,2.68143163605654e-05,0
"Sample32",0.978225285940119,0.0145799036973571,0.00276155795796709,0.00204239832260008,0.00168920038025489,0.000469583022618163,0.000115926257141775,7.78682862655104e-05,2.60948264039188e-05,8.70366628909212e-06,1.73899325367647e-06,1.73864972924393e-06,0
"Sample33",0.466392661441819,0.286834844004971,0.119748702944165,0.0582827295149382,0.0595936152623575,0.0060911651180046,0.00152365512499492,0.00103056010058441,0.000342024447946764,0.000114299737309336,2.28715393459198e-05,2.28707635638916e-05,0
"Sample34",0.873881885707978,0.0870667595418538,0.0219049353795724,0.00823837810437998,0.00764602793085724,0.000843604852822917,0.000209577611821423,0.000139786496693732,4.71007318775375e-05,1.56756057956006e-05,3.13348665516516e-06,3.13454969263004e-06,0
"Sample35",0.987723099703373,0.0110809631339522,0.000424349168600572,0.000379406482515831,0.000338954045929929,3.51179935259047e-05,9.06152889962077e-06,6.05638882378875e-06,2.03959290154577e-06,6.79898880885772e-07,1.36088279489582e-07,1.35974316849816e-07,0
"Sample36",0.949723079464155,0.0393920079536865,0.00356512431673448,0.00336310796261126,0.00309703983870661,0.000569863452431228,0.00014460863417684,9.77148724008112e-05,3.23730169734093e-05,1.07714800063001e-05,2.1543819020686e-06,2.15462621574261e-06,0
"Sample37",0.871509737495625,0.0683430734500251,0.0260022367009008,0.015956933382788,0.0137866093787985,0.00295247171094786,0.000723268728197059,0.000484999889684176,0.000164106087198101,5.46969237823708e-05,1.09313481186145e-05,1.09349039343207e-05,0
"Sample38",0.21559434003321,0.496274488980082,0.136776991914239,0.0722711592804933,0.0625023878514544,0.0111513521707456,0.00271375163251702,0.00183989380253899,0.000596937785609598,0.000199062285117812,3.98196192361596e-05,3.98146447562612e-05,0
"Sample39",0.82557669937208,0.0640581258398933,0.0648835852504915,0.021427746319078,0.0193767397497862,0.00311829696937554,0.000779905975844781,0.000521337558512343,0.000175511065055069,5.85975681900674e-05,1.17237510627189e-05,1.17305806306526e-05,0
"Sample40",0.982344978541393,0.0132359584399431,0.0022871265186335,0.000945055310877589,0.000936773987140569,0.000168567754449431,4.08492202167072e-05,2.72747470543967e-05,9.14440078426067e-06,3.05067023921142e-06,6.10286565719413e-07,6.10122702796763e-07,0
"Sample41",0.49542807658115,0.486197491155794,0.00660460193171672,0.00549985954309917,0.005868706237581,0.00026821757314663,6.65321124907144e-05,4.47966860462268e-05,1.48107115244686e-05,4.93499791903509e-06,9.86196140434062e-07,9.8627339128266e-07,0
"Sample42",0.747401182802504,0.207290445805684,0.0154147627140766,0.0144850584538276,0.0133417053273882,0.00138025702978621,0.000343938462715159,0.000228889844036143,7.76097662341548e-05,2.5819223779875e-05,5.16687097780816e-06,5.16369899017119e-06,0
"Sample43",0.97904585345631,0.00898404571375853,0.00529910959289021,0.00304238754905215,0.00304109584632519,0.000396344259900601,9.53194377618153e-05,6.43203740072291e-05,2.14794953428992e-05,7.17641742201036e-06,1.43391749292559e-06,1.43393973653691e-06,0
"Sample44",0.356490913027939,0.464907446745201,0.0635918636091771,0.0505780945502543,0.0425281648020761,0.014562633076229,0.00366692373707834,0.00246629120826551,0.000823928056079512,0.00027411218079144,5.48165069053794e-05,5.48125000032065e-05,0
"Sample45",0.387866519159425,0.509769053281842,0.0484091638144076,0.0258415442333476,0.0239530211978379,0.00276069881426401,0.000700853483550283,0.000473724853018128,0.000153829100189076,5.11325126378507e-05,1.02277583811876e-05,1.02317910989902e-05,0
"Sample46",0.999717742391619,0.000178658810008863,3.61327488313023e-05,3.58588337537246e-05,2.55717240501255e-05,4.00526125171679e-06,1.0169933001124e-06,6.83107209816683e-07,2.25117339977563e-07,7.49954908727867e-08,1.50077192482036e-08,1.50094253154912e-08,0
"Sample47",0.809739250028603,0.114215310402092,0.0398727998279687,0.017524396746205,0.0154975943279789,0.00211220539636423,0.000518861877279369,0.000348848200928905,0.000116381062822614,3.88222041855001e-05,7.76587127169812e-06,7.76405429948672e-06,0
"Sample48",0.994909501673228,0.00322686937919725,0.000650156857359699,0.000532007339421434,0.000620088488010277,4.11714321867978e-05,1.01146982948814e-05,6.80547072093581e-06,2.24043334029509e-06,7.45849074460828e-07,1.4918723740769e-07,1.49191928556132e-07,0
"Sample49",0.893492187342692,0.056116342948753,0.0316903743929549,0.00779921548339135,0.0078863339394155,0.00198888090834668,0.000512161257703978,0.000345341843405346,0.000115311588847481,3.84692283753202e-05,7.68922784548931e-06,7.69183826906559e-06,0
"Sample50",0.752843332065274,0.182156281217085,0.0434612685573268,0.00971239122253186,0.0108159589656433,0.000674026877382754,0.00016850350669613,0.000113053445968566,3.76261033328581e-05,1.25430329247754e-05,2.50772525597756e-06,2.50728057879564e-06,0
