"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample34",0.450347471108286,0.407129048803685,0.0474138474724786,0.0493830280864291,0.0367951606213231,0.00603283870537653,0.00144661201023412,0.000974216183156168,0.000325687397882279,0.000108610568696,2.17376753446849e-05,2.17413671092352e-05,0
"Sample35",0.875072709697037,0.122219100710141,0.00145006191707162,0.000646948297197718,0.000513021562732478,6.47341064877583e-05,1.67533621836901e-05,1.12565555219541e-05,3.69399272328581e-06,1.22816149701961e-06,2.45843939503842e-07,2.45793467428875e-07,0
"Sample36",0.347077477178364,0.568019914001625,0.0100245112232828,0.0412466201976953,0.0257652051752321,0.00526000975614804,0.00129964781922821,0.000872784130576861,0.000295612185420819,9.87456777068714e-05,1.97356654684749e-05,1.97369892519426e-05,0
"Sample37",0.713939326046905,0.112794723036068,0.0526871640607269,0.0581378784949671,0.0591432644179161,0.00219082124781545,0.000551342599113325,0.000375520921071313,0.00012271414380879,4.08916593785725e-05,8.17373916391335e-06,8.17963306513607e-06,0
"Sample38",0.652462889865646,0.217225716915358,0.0567507031407505,0.0336709560936371,0.0326602969052929,0.00483637844292755,0.00120084548154158,0.000799203081625403,0.00026787697502845,8.93726547055343e-05,1.78820944874279e-05,1.78783489989055e-05,0
"Sample39",0.482557242762877,0.423996339503652,0.079507747260398,0.00754657860966513,0.00553045529888841,0.000567508958901627,0.000146869798918041,9.93287187789416e-05,3.26612825132907e-05,1.09034957425008e-05,2.1823752006054e-06,2.1819344649421e-06,0
"Sample40",0.582977361699574,0.341558656738075,0.0155183818174405,0.0344135552660061,0.0232912731658876,0.001500283093778,0.000370150616840051,0.000249482300643746,8.24641562636569e-05,2.74205590130971e-05,5.48490575501747e-06,5.48568072371329e-06,0
"Sample41",0.447316938004753,0.550851413733478,0.000304798960578288,0.000826157536127389,0.000573595474424476,8.53666171518631e-05,2.08610692008837e-05,1.39616547163205e-05,4.70904200041358e-06,1.56987673753963e-06,3.1410753373471e-07,3.13923297939147e-07,0
"Sample42",0.0365629985846813,0.751490384591839,0.0682462663326177,0.0619336859091697,0.0696854203462176,0.00810001668303837,0.00199393902454666,0.00133577470401736,0.000444286603288005,0.000148063919324643,2.95778442605435e-05,2.95854569988982e-05,0
"Sample43",0.983770188244636,0.0112402673946541,0.00328294612322916,0.000883775212594318,0.000612809577874574,0.000140410498234709,3.49013527722925e-05,2.33678026914358e-05,7.72401144983177e-06,2.57853211259893e-06,5.15774286139272e-07,5.15475464810754e-07,0
"Sample44",0.537955365580364,0.458543226462907,0.0019067169757903,0.000843579442363697,0.00054801624126926,0.000136198726597023,3.35716132130031e-05,2.23655989479382e-05,7.48119497363508e-06,2.48462716871291e-06,4.96604236583734e-07,4.9693216817091e-07,0
"Sample45",0.038381071269812,0.712900907650254,0.150365339725705,0.0548498377157972,0.0398183505543525,0.0024735780502021,0.000603437971714458,0.000406501265551367,0.000136989273271425,4.57101618843294e-05,9.13999448763546e-06,9.1363669678201e-06,0
"Sample46",0.44876664519108,0.395179578900339,0.0870858585865644,0.031909173935632,0.0243212379480996,0.0084623536861689,0.00213137020204166,0.00144254067869857,0.000478046711588104,0.000159427698164424,3.18680522310979e-05,3.18984093919886e-05,0
"Sample47",0.278735366742136,0.701172742283094,0.0101661850219395,0.00487272280841266,0.00418074277704036,0.00057995585256588,0.000145667703769644,9.8731440246493e-05,3.2651367663144e-05,1.08867264071247e-05,2.17362611036047e-06,2.17365061479447e-06,0
"Sample48",0.323760763901436,0.675935149041402,1.11083494375303e-05,0.000116310378760903,0.000128672000444062,3.20417139384747e-05,7.96604936165735e-06,5.33326975260205e-06,1.8112530688459e-06,6.02806272052096e-07,1.20626895772484e-07,1.20609230216195e-07,0
"Sample49",0.799709823642817,0.168331118271349,0.0171172498279495,0.00701316733176617,0.00624694574738628,0.00105022021274009,0.000265453347442745,0.000177613057537502,6.03106101689768e-05,2.00686716053967e-05,4.01324051207598e-06,4.01603872508721e-06,0
"Sample50",0.574938016507819,0.246977131105827,0.0622020485307368,0.0647484198797483,0.0384365475465455,0.00852336127069363,0.00208404037770675,0.00139460804259258,0.000474155685743698,0.000158385709560051,3.16505033161386e-05,3.16348397104979e-05,0
