"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample29",0.919166248020718,0.0679517501869979,0.00767997914631692,0.00235582753999653,0.00236091031403349,0.000324208436683733,8.05392216030406e-05,5.42561430869937e-05,1.79254092783313e-05,5.96768128768809e-06,1.19410622768309e-06,1.19379377109311e-06,0
"Sample30",0.575828892691193,0.200153222866573,0.0832256006621806,0.0688381909103595,0.0610600686322128,0.00730455257551057,0.00179830919760213,0.00119889584948922,0.000403833566645707,0.000134559531240183,2.69414510272138e-05,2.69320659667378e-05,0
"Sample31",0.831433661314544,0.124850614174926,0.0143428739078977,0.0130894825293517,0.0134224592472705,0.00191642141723598,0.000471140366071166,0.000318556188540327,0.000105548537423984,3.51797997315643e-05,7.03217409800555e-06,7.03034290898848e-06,0
"Sample32",0.924622196666136,0.049615885700014,0.0149184568698174,0.00549146572679983,0.00439822674137945,0.000629761509407368,0.000161803170389485,0.000109763715044122,3.57519088920282e-05,1.19173343638756e-05,2.38549599708379e-06,2.38516175836791e-06,0
"Sample33",0.933182373094736,0.035484787892454,0.00795938596111633,0.010818745854387,0.009797804034476,0.00187114193662995,0.000442242937522333,0.000302166382424682,9.64386093879427e-05,3.20792881090498e-05,6.41715231234368e-06,6.41685644293117e-06,0
"Sample34",0.717592753387931,0.164617032741125,0.0362806884972952,0.0386874017916444,0.0344345810232125,0.005625560115151,0.00138220394139503,0.000927554401155046,0.000308282320517544,0.000102811921404143,2.05671864353421e-05,2.05626727331131e-05,0
"Sample35",0.577967982700645,0.379882409874594,0.0197886432926133,0.009744209781539,0.0103765829756212,0.00149332085905459,0.000373417731665089,0.000251478971615783,8.31954400703963e-05,2.76853192113894e-05,5.53728327009453e-06,5.53577010037852e-06,0
"Sample36",0.969928797666773,0.0273881252317772,0.00127273013647779,0.000611506099152885,0.000626884193899355,0.000114020083863947,2.8934739997017e-05,1.94500676083532e-05,6.51413991720921e-06,2.16968337875519e-06,4.33895095791571e-07,4.34062057175605e-07,0
"Sample37",0.909415062573518,0.0701719096807159,0.00836191833274173,0.00569697899490805,0.00519873501922969,0.00078626554095283,0.000184489233665047,0.00012458889668543,4.09279028423505e-05,1.36578591853894e-05,2.73289964815787e-06,2.73306591088115e-06,0
"Sample38",0.964365245975164,0.0178567023282655,0.00965807982325164,0.00333076931358242,0.00400667794719472,0.000526795189013206,0.000127670579633738,8.62946805219447e-05,2.84767230020864e-05,9.49165979131173e-06,1.89793783533341e-06,1.89784274523721e-06,0
"Sample39",0.805846496099479,0.111242404864992,0.0337595362904421,0.0216603983932494,0.0219303164254556,0.00368954747054549,0.000934626454524345,0.0006273810158022,0.000210783710709858,7.03812360974407e-05,1.40647712498641e-05,1.40632674532244e-05,0
"Sample40",0.977090349038773,0.0215521645863494,0.00073407426570794,0.000315682082258767,0.000250133954290855,3.91868394484104e-05,9.20541082908836e-06,6.12178811771336e-06,2.10164003796365e-06,7.00110816097945e-07,1.40143936043357e-07,1.40139434040598e-07,0
"Sample41",0.802533280909638,0.180039615700386,0.00925046361633427,0.0038757358801723,0.0035040398888009,0.000527105957201771,0.00013477162768076,9.05877479945504e-05,3.02543282414794e-05,1.01022963500496e-05,2.02129292377333e-06,2.02075427585191e-06,0
"Sample42",0.589565120242871,0.373454848708619,0.0120599316928855,0.0110828235725982,0.0115802585244789,0.00152359913343571,0.000366165807174052,0.000246095384184224,8.26751849000044e-05,2.74889183397946e-05,5.49625909308078e-06,5.49657142030977e-06,0
"Sample43",0.846127115095369,0.0519799868078906,0.0437044326786642,0.0291019552616636,0.0238904251266759,0.00348834150972332,0.000852887713502316,0.000576497516696742,0.000189647603963059,6.33581735910931e-05,1.26757615991909e-05,1.26767506611009e-05,0
"Sample44",0.986697354042836,0.00799521531902091,0.00197598742151713,0.00157403814454133,0.00138834461674485,0.000247521150174405,6.05864318447595e-05,4.11668986225905e-05,1.34916558566881e-05,4.49518207527027e-06,8.99599038242452e-07,8.9953772329638e-07,0
"Sample45",0.828338386078057,0.0920644276527827,0.0287540842264309,0.0215161473343393,0.0248018404710031,0.00300517807406383,0.00075989660338118,0.000505389448902227,0.000173510968516177,5.79714442474775e-05,1.15810344535282e-05,1.15866638228622e-05,0
"Sample46",0.873495231265354,0.101831158706787,0.0135659555067831,0.00575268778627883,0.00435631296878722,0.000671130062953237,0.000163322978092365,0.000110379994942397,3.66803877236665e-05,1.22425221572516e-05,2.44848741423251e-06,2.44933272657844e-06,0
"Sample47",0.772721815802966,0.107229857595894,0.0701600498268821,0.0211794070757412,0.0236399149751934,0.00341265483009043,0.000827653856768636,0.000559269202309441,0.000183687441814834,6.11883681278347e-05,1.22509693899454e-05,1.22500548226759e-05,0
"Sample48",0.145690046856213,0.769414257393484,0.0371505210189504,0.0219387871569971,0.0211905929140742,0.00310071154344625,0.000759383031758725,0.000506037834939356,0.000170239831499787,5.67327062684915e-05,1.13457692355932e-05,1.13439431335145e-05,0
"Sample49",0.616680527928871,0.297122296252433,0.0386215346454642,0.0213036020565236,0.0211223506453113,0.0034429259321253,0.000853224563969904,0.000572666158776825,0.000191590095151396,6.37695720841614e-05,1.27560530442687e-05,1.27560962456267e-05,0
"Sample50",0.932116954636873,0.0500425199633453,0.00784595400822967,0.00447396002028149,0.00423705018754664,0.000848887162540726,0.000217757238209823,0.000146707300605479,4.78365933276937e-05,1.5980551704298e-05,3.19652269557647e-06,3.19581463809738e-06,0
