"Proteobacteria","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Cyanobacteria","OD1","TM7","Deinococcus.Thermus","Nitrospira","Planctomycetes","Chloroflexi","BRC1"
"Sample26",0.882027798286903,0.0300101151821263,0.083735126995947,0.00315849919700842,0.000806915928977745,0.000136885620443233,6.99849989929525e-05,3.4846279639084e-05,1.21998606995578e-05,1.52520898573922e-06,3.05089495321449e-06,3.05113265074055e-06,3.05130762659365e-06
"Sample27",0.496912391388916,0.202456530372621,0.189194383465581,0.0836652211306483,0.0230432370302424,0.0024775861438928,0.00126288239908484,0.000632754939301029,0.000218495900078775,2.72989258591252e-05,5.46299835245363e-05,5.46022920654221e-05,5.46160117094636e-05
"Sample28",0.339754122454536,0.531936808574934,0.127031958746633,0.000971589455660764,0.00027533094989891,1.58169838131435e-05,8.07263533251229e-06,4.03304780542009e-06,1.39439421069557e-06,1.74587237852462e-07,3.49108492437837e-07,3.49057094662008e-07,3.49112842718778e-07
"Sample29",0.477692437269523,0.419829319871495,0.09367110592912,0.0066162609176429,0.00207187422277339,6.25570322773054e-05,3.16738927863965e-05,1.58839569891349e-05,5.47073571226085e-06,6.83082367323565e-07,1.36665013120278e-06,1.36655102128819e-06,1.36653829288954e-06
"Sample30",0.39044148645288,0.0870117550687358,0.327087375768081,0.136831166081284,0.0463870418047646,0.0063907214718782,0.00328086991974236,0.00164645712538978,0.000568034472801553,7.10240904615647e-05,0.000142065259123375,0.00014205306000049,0.000142014683981087
"Sample31",0.326334322471037,0.509084066259504,0.142321657858689,0.0182778906645671,0.00351817493718938,0.000242942574904657,0.000123919610380485,6.21323388314984e-05,2.14755733613702e-05,2.68528173858641e-06,5.36517565008545e-06,5.36586051047381e-06,5.36656928656004e-06
"Sample32",0.256124110051048,0.412679621788736,0.293548373704046,0.026766953421969,0.0100617150855078,0.000429702688908045,0.000218112018265538,0.000109314147471502,3.82272781200993e-05,4.77460465060559e-06,9.54866726506782e-06,9.54797350821873e-06,9.54723776800909e-06
"Sample33",0.396399035512985,0.0207725379652109,0.554292170788368,0.0218300081429458,0.00573932426552092,0.000508057701085645,0.000257099948929123,0.00012890351984733,4.48465030887958e-05,5.60417045803056e-06,1.12068709929208e-05,1.12058529856638e-05,1.12056285738888e-05
"Sample34",0.49333574474834,0.147377674772496,0.322587075931864,0.0280710255633307,0.007918065644598,0.000370729575394664,0.000190268559760101,9.52999502012382e-05,3.32867450284368e-05,4.16549846646504e-06,8.33017785015803e-06,8.33260135077755e-06,8.33040916995095e-06
"Sample35",0.834394684278172,0.111992936194334,0.0522734914046203,0.00102672423776893,0.000282341929068296,1.55793341167051e-05,7.99773490551724e-06,3.97928051756754e-06,1.39403274411665e-06,1.74285394078642e-07,3.48851558326302e-07,3.48632125056626e-07,3.48656233556796e-07
"Sample36",0.651346081070414,0.202849243147069,0.0290436027366064,0.103429231783965,0.0115777659284804,0.000918105952409373,0.000469060380354025,0.000233585035020515,8.20724472317956e-05,1.02505865100769e-05,2.05030674398917e-05,2.04998681122714e-05,2.05010638280097e-05
"Sample37",0.688205973369847,0.120338585033278,0.127259063243277,0.0532301645794245,0.00911366096487627,0.000970414074071464,0.000495220097583009,0.000246882825752146,8.61467229988273e-05,1.07759620374116e-05,2.15542176798657e-05,2.15546063604575e-05,2.15585204937808e-05
"Sample38",0.278053374399349,0.598642881787612,0.113363209795174,0.00760072015884356,0.00206361782418645,0.000144739408883586,7.36578203893165e-05,3.68489618971209e-05,1.28875319160482e-05,1.61228003933853e-06,3.22524224607303e-06,3.22503192056678e-06,3.22499978908309e-06
"Sample39",0.774250063117485,0.215926940450954,0.00934937249560782,0.000381912439518993,7.57755886719337e-05,8.33997980379535e-06,4.26216619974351e-06,2.12760844408277e-06,7.4232947167876e-07,9.27699370978264e-08,1.85553472033785e-07,1.85515151066555e-07,1.85538754586561e-07
"Sample40",0.546397019642911,0.250258562486937,0.197217066369037,0.0042395629346856,0.00171312486252225,9.14729118235818e-05,4.67587974387603e-05,2.33302930154151e-05,8.06001809870594e-06,1.00838035818849e-06,2.01529045538564e-06,2.0162748771887e-06,2.01702829485506e-06
"Sample41",0.478450591633003,0.21100486355369,0.282228636934335,0.0225948469996696,0.00506246477917444,0.000344266667654555,0.000176302490246038,8.79442023821935e-05,3.08027906814928e-05,3.8564598227727e-06,7.71327920436338e-06,7.71094013939556e-06,7.7125492023364e-06
"Sample42",0.434413816083686,0.27697173146506,0.138355050714271,0.121945228786834,0.0234026416195275,0.00255775501876325,0.00132104368642672,0.000655560951213231,0.000232140900669986,2.90042877427263e-05,5.80073032980857e-05,5.80073512981943e-05,5.80191345087236e-05
"Sample43",0.723249244273202,0.0685924900273309,0.190827066299696,0.0135113438243744,0.00342636452052336,0.000205798250124848,0.000105153626498351,5.2897677036167e-05,1.82545990739952e-05,2.27752189948039e-06,4.55276742967951e-06,4.5542018007242e-06,4.55517843886528e-06
"Sample44",0.108642896920445,0.168247321401689,0.326580574882696,0.306200623177224,0.0728747220393048,0.00917185561144373,0.00464231370231565,0.00231821903223564,0.000813019171843395,0.000101687982378493,0.00020340457374039,0.000203417446350222,0.000203348632073577
"Sample45",0.492375616446249,0.304366528776758,0.107896417507823,0.0691372151258908,0.024156477271542,0.00108207149113275,0.000552089600560705,0.000277505070506385,9.602817141248e-05,1.2010193555095e-05,2.4023506170394e-05,2.40240573491994e-05,2.40162872202586e-05
"Sample46",0.738761794195144,0.0538567818781883,0.200868226270051,0.0054975198495921,0.000771334915945509,0.000127611861812399,6.55104137370572e-05,3.2810463704617e-05,1.13305531548725e-05,1.41562564788435e-06,2.83182218473595e-06,2.83216701000187e-06,2.83180601198343e-06
"Sample47",0.18224588157067,0.480796172526726,0.225215183594808,0.0886069193354557,0.0203662329714289,0.00145197794791675,0.000737224722205234,0.000371225713393555,0.000128747608408211,1.60889642811981e-05,3.21697700656802e-05,3.21691366333247e-05,3.21759080716086e-05
"Sample48",0.0358584817875007,0.591833859182465,0.254333993432325,0.0823116486988849,0.0247383655516971,0.00569286090640029,0.0029348291303108,0.00146334254889697,0.000512344761110454,6.4042251643418e-05,0.000128131943535777,0.000128110595244575,0.000128121153520396
"Sample49",0.806215981263821,0.10818473697194,0.0629597426161125,0.016962061625722,0.00488581868686292,0.000412862106599193,0.000212118709251301,0.000106464436571392,3.70674514769072e-05,4.62832606329445e-06,9.25637051559655e-06,9.25894414032391e-06,9.25886143930336e-06
"Sample50",0.304845220735505,0.202577158295136,0.221453662977676,0.217318200967932,0.0482673511191464,0.00290680282685162,0.00147674115262612,0.000736082434889939,0.000257704781328498,3.22087574326785e-05,6.44089930587465e-05,6.44412637278777e-05,6.44246877481194e-05
